1617.469970703125,781.2146013433993,-1371.0595152517835
1607.9534846186955,828.635467017969,-1346.3212669702434
1610.3661266825745,846.6250647622452,-1343.363724261685
1610.8642181494893,858.916749121572,-1340.7625091491996
1611.0498317247743,863.7720494609564,-1339.0362429336628
1613.3491731728277,802.7487599783323,-1356.2111539444418
1613.7862477840747,819.8447584538661,-1358.2366988702902
1598.296646098838,834.021657825414,-1355.3688613868599
1612.473995600027,800.8117828216343,-1373.512004721866
1662.6593011243986,753.8483033484579,-1377.7032109724719
